DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_uniform,8,6,-2,PASS,2,0.199417,CHECKER_PASS
hal_4type_uniform,22,21,-1,PASS,4,0.184042,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_uniform,34,46,12,FAIL,4,0.54825,CHECKER_PASS
arf_4type_uniform,57,46,-11,PASS,4,1.25079,CHECKER_PASS
motion_vectors_dfg__7_4type_uniform,39,33,-6,PASS,6,5.23333,CHECKER_PASS
ewf_4type_uniform,97,72,-25,PASS,4,1.73271,CHECKER_PASS
feedback_points_dfg__7_4type_uniform,39,41,2,FAIL,8,9.58875,CHECKER_PASS
write_bmp_header_dfg__7_4type_uniform,39,53,14,FAIL,12,45.2596,CHECKER_PASS
interpolate_aux_dfg__12_4type_uniform,61,64,3,FAIL,9,41.2259,CHECKER_PASS
matmul_dfg__3_4type_uniform,63,68,5,FAIL,9,45.9506,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_uniform,85,92,7,FAIL,11,185.94,CHECKER_PASS
invert_matrix_general_dfg__3_4type_uniform,85,98,13,FAIL,16,708.998,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_uniform,81,79,-2,PASS,5,7.45712,CHECKER_PASS
collapse_pyr_dfg__113_4type_uniform,45,59,14,FAIL,7,5.945,CHECKER_PASS
idctcol_dfg__3_4type_uniform,97,99,2,FAIL,6,51.2503,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_uniform,76,72,-4,PASS,9,68.5006,CHECKER_PASS
random1_4type_uniform,91,100,9,FAIL,31,1773.42,CHECKER_PASS
random2_4type_uniform,85,95,10,FAIL,33,1612.18,CHECKER_PASS
random3_4type_uniform,109,116,7,FAIL,31,4072.01,CHECKER_PASS
random4_4type_uniform,81,90,9,FAIL,52,3516.03,CHECKER_PASS
random5_4type_uniform,88,96,8,FAIL,60,7214.65,CHECKER_PASS
random6_4type_uniform,91,99,8,FAIL,85,17375.0,CHECKER_PASS
random7_4type_uniform,99,110,11,FAIL,85,23157.5,CHECKER_PASS
